IDDE;DNI1;DNI2;PERIODO;ID_SERVI;NOMBRE_SERVI;CODI_SENTI;PATENTE;CODI_EXPE;FECH_CHI;FECH_UTC;POSI_PUNTO;LATITUD;LONGITUD;VELOCIDAD;PASO_HORA_CHL;PASO_HORA_UTC;PERIODO_HORA;VALIDA;EXTRA
GWZK23-01/09/2021 07:20:16-18;96711420;77130027;202109;376;104;0;GWZK23;30495149;01/09/2021 07:20:16;01/09/2021 11:20:16;18;-23,734661;-70,440243;38;01/09/2021 08:54:22;01/09/2021 12:54:22;7;0;0
GWZK23-01/09/2021 08:58:48-1;96711420;77130027;202109;376;104;1;GWZK23;30500907;01/09/2021 08:58:48;01/09/2021 12:58:48;1;-23,735081;-70,440404;37;01/09/2021 08:58:48;01/09/2021 12:58:48;8;0;0
GWZK23-01/09/2021 08:58:48-2;96711420;77130027;202109;376;104;1;GWZK23;30500907;01/09/2021 08:58:48;01/09/2021 12:58:48;2;-23,702243;-70,423490;29;01/09/2021 09:06:23;01/09/2021 13:06:23;8;0;0
GWZK23-01/09/2021 08:58:48-3;96711420;77130027;202109;376;104;1;GWZK23;30500907;01/09/2021 08:58:48;01/09/2021 12:58:48;3;-23,678744;-70,409430;28;01/09/2021 09:12:22;01/09/2021 13:12:22;8;0;0
GWZK23-01/09/2021 08:58:48-4;96711420;77130027;202109;376;104;1;GWZK23;30500907;01/09/2021 08:58:48;01/09/2021 12:58:48;4;-23,672720;-70,404317;17;01/09/2021 09:15:52;01/09/2021 13:15:52;8;0;0
GWZK23-01/09/2021 08:58:48-5;96711420;77130027;202109;376;104;1;GWZK23;30500907;01/09/2021 08:58:48;01/09/2021 12:58:48;5;-23,669938;-70,401066;30;01/09/2021 09:17:52;01/09/2021 13:17:52;8;0;0
GWZK23-01/09/2021 08:58:48-6;96711420;77130027;202109;376;104;1;GWZK23;30500907;01/09/2021 08:58:48;01/09/2021 12:58:48;6;-23,664990;-70,396700;27;01/09/2021 09:19:53;01/09/2021 13:19:53;8;0;0
GWZK23-01/09/2021 08:58:48-7;96711420;77130027;202109;376;104;1;GWZK23;30500907;01/09/2021 08:58:48;01/09/2021 12:58:48;7;-23,657110;-70,394161;19;01/09/2021 09:23:23;01/09/2021 13:23:23;8;0;0
GWZK23-01/09/2021 08:58:48-8;96711420;77130027;202109;376;104;1;GWZK23;30500907;01/09/2021 08:58:48;01/09/2021 12:58:48;8;-23,647395;-70,401901;11;01/09/2021 09:31:22;01/09/2021 13:31:22;8;0;0
GWZK23-01/09/2021 08:58:48-9;96711420;77130027;202109;376;104;1;GWZK23;30500907;01/09/2021 08:58:48;01/09/2021 12:58:48;9;-23,647397;-70,398341;5;01/09/2021 09:33:52;01/09/2021 13:33:52;8;0;0
GWZK23-01/09/2021 08:58:48-10;96711420;77130027;202109;376;104;1;GWZK23;30500907;01/09/2021 08:58:48;01/09/2021 12:58:48;10;-23,648425;-70,391249;13;01/09/2021 09:40:22;01/09/2021 13:40:22;8;0;0
GWZK23-01/09/2021 08:58:48-11;96711420;77130027;202109;376;104;1;GWZK23;30500907;01/09/2021 08:58:48;01/09/2021 12:58:48;11;-23,638919;-70,386425;23;01/09/2021 09:44:23;01/09/2021 13:44:23;8;0;0
GWZK23-01/09/2021 08:58:48-12;96711420;77130027;202109;376;104;1;GWZK23;30500907;01/09/2021 08:58:48;01/09/2021 12:58:48;12;-23,631041;-70,385091;18;01/09/2021 09:47:51;01/09/2021 13:47:51;8;0;0
GWZK23-01/09/2021 08:58:48-13;96711420;77130027;202109;376;104;1;GWZK23;30500907;01/09/2021 08:58:48;01/09/2021 12:58:48;13;-23,629347;-70,377409;3;01/09/2021 09:50:23;01/09/2021 13:50:23;8;0;0
GWZK23-01/09/2021 08:58:48-14;96711420;77130027;202109;376;104;1;GWZK23;30500907;01/09/2021 08:58:48;01/09/2021 12:58:48;14;-23,621291;-70,379101;15;01/09/2021 09:54:53;01/09/2021 13:54:53;8;0;0
GWZK23-01/09/2021 08:58:48-15;96711420;77130027;202109;376;104;1;GWZK23;30500907;01/09/2021 08:58:48;01/09/2021 12:58:48;15;-23,610147;-70,378165;31;01/09/2021 09:59:16;01/09/2021 13:59:16;8;0;0
GWZK23-01/09/2021 08:58:48-16;96711420;77130027;202109;376;104;1;GWZK23;30500907;01/09/2021 08:58:48;01/09/2021 12:58:48;16;-23,601567;-70,376409;10;01/09/2021 10:02:22;01/09/2021 14:02:22;8;0;0
GWZK23-01/09/2021 08:58:48-17;96711420;77130027;202109;376;104;1;GWZK23;30500907;01/09/2021 08:58:48;01/09/2021 12:58:48;17;-23,599461;-70,374853;27;01/09/2021 10:03:52;01/09/2021 14:03:52;8;0;0
GWZK23-01/09/2021 08:58:48-18;96711420;77130027;202109;376;104;1;GWZK23;30500907;01/09/2021 08:58:48;01/09/2021 12:58:48;18;-23,597241;-70,377415;14;01/09/2021 10:05:49;01/09/2021 14:05:49;8;0;0
GWZK23-01/09/2021 08:58:48-19;96711420;77130027;202109;376;104;1;GWZK23;30500907;01/09/2021 08:58:48;01/09/2021 12:58:48;19;-23,592430;-70,378548;32;01/09/2021 10:07:50;01/09/2021 14:07:50;8;0;0
GWZK23-01/09/2021 08:58:48-20;96711420;77130027;202109;376;104;1;GWZK23;30500907;01/09/2021 08:58:48;01/09/2021 12:58:48;20;-23,586614;-70,380019;21;01/09/2021 10:09:23;01/09/2021 14:09:23;8;0;0
GWZK23-01/09/2021 08:58:48-21;96711420;77130027;202109;376;104;1;GWZK23;30500907;01/09/2021 08:58:48;01/09/2021 12:58:48;21;-23,583971;-70,381250;22;01/09/2021 10:10:23;01/09/2021 14:10:23;8;0;0
GWZK23-01/09/2021 08:58:48-22;96711420;77130027;202109;376;104;1;GWZK23;30500907;01/09/2021 08:58:48;01/09/2021 12:58:48;22;-23,578547;-70,380674;20;01/09/2021 10:12:53;01/09/2021 14:12:53;8;0;0
GWZK23-01/09/2021 08:58:48-23;96711420;77130027;202109;376;104;1;GWZK23;30500907;01/09/2021 08:58:48;01/09/2021 12:58:48;23;-23,575460;-70,378250;23;01/09/2021 10:17:54;01/09/2021 14:17:54;8;0;0
GWZK23-01/09/2021 08:58:48-24;96711420;77130027;202109;376;104;1;GWZK23;30500907;01/09/2021 08:58:48;01/09/2021 12:58:48;24;-23,573483;-70,382142;19;01/09/2021 10:20:24;01/09/2021 14:20:24;8;0;0
GWZK23-01/09/2021 08:58:48-25;96711420;77130027;202109;376;104;1;GWZK23;30500907;01/09/2021 08:58:48;01/09/2021 12:58:48;25;-23,569675;-70,379514;13;01/09/2021 10:23:54;01/09/2021 14:23:54;8;0;0
GWZK23-01/09/2021 08:58:48-26;96711420;77130027;202109;376;104;1;GWZK23;30500907;01/09/2021 08:58:48;01/09/2021 12:58:48;26;-23,569543;-70,377594;14;01/09/2021 10:25:23;01/09/2021 14:25:23;8;0;0
GWZK23-01/09/2021 08:58:48-27;96711420;77130027;202109;376;104;1;GWZK23;30500907;01/09/2021 08:58:48;01/09/2021 12:58:48;27;-23,564537;-70,384818;14;01/09/2021 10:30:24;01/09/2021 14:30:24;8;0;0
GWZK23-01/09/2021 08:58:48-28;96711420;77130027;202109;376;104;1;GWZK23;30500907;01/09/2021 08:58:48;01/09/2021 12:58:48;28;-23,563513;-70,391063;52;01/09/2021 10:32:53;01/09/2021 14:32:53;8;0;0
GWZK23-01/09/2021 08:58:48-29;96711420;77130027;202109;376;104;1;GWZK23;30500907;01/09/2021 08:58:48;01/09/2021 12:58:48;29;-23,555423;-70,391340;37;01/09/2021 10:34:23;01/09/2021 14:34:23;8;0;0
GWZK23-01/09/2021 10:49:21-1;96711420;77130027;202109;376;104;0;GWZK23;30507717;01/09/2021 10:49:21;01/09/2021 14:49:21;1;-23,550549;-70,387464;25;01/09/2021 10:49:21;01/09/2021 14:49:21;10;0;0
GWZK23-01/09/2021 10:49:21-2;96711420;77130027;202109;376;104;0;GWZK23;30507717;01/09/2021 10:49:21;01/09/2021 14:49:21;2;-23,559483;-70,391175;28;01/09/2021 10:52:22;01/09/2021 14:52:22;10;0;0
GWZK23-01/09/2021 10:49:21-3;96711420;77130027;202109;376;104;0;GWZK23;30507717;01/09/2021 10:49:21;01/09/2021 14:49:21;3;-23,565941;-70,383100;13;01/09/2021 10:56:52;01/09/2021 14:56:52;10;0;0
GWZK23-01/09/2021 10:49:21-4;96711420;77130027;202109;376;104;0;GWZK23;30507717;01/09/2021 10:49:21;01/09/2021 14:49:21;4;-23,567920;-70,380074;11;01/09/2021 10:59:52;01/09/2021 14:59:52;10;0;0
GWZK23-01/09/2021 10:49:21-5;96711420;77130027;202109;376;104;0;GWZK23;30507717;01/09/2021 10:49:21;01/09/2021 14:49:21;5;-23,569116;-70,376841;13;01/09/2021 11:02:23;01/09/2021 15:02:23;10;0;0
GWZK23-01/09/2021 10:49:21-6;96711420;77130027;202109;376;104;0;GWZK23;30507717;01/09/2021 10:49:21;01/09/2021 14:49:21;6;-23,573484;-70,382142;13;01/09/2021 11:05:53;01/09/2021 15:05:53;10;0;0
GWZK23-01/09/2021 10:49:21-7;96711420;77130027;202109;376;104;0;GWZK23;30507717;01/09/2021 10:49:21;01/09/2021 14:49:21;7;-23,576353;-70,374956;13;01/09/2021 11:10:52;01/09/2021 15:10:52;10;0;0
GWZK23-01/09/2021 10:49:21-8;96711420;77130027;202109;376;104;0;GWZK23;30507717;01/09/2021 10:49:21;01/09/2021 14:49:21;8;-23,581342;-70,383032;27;01/09/2021 11:14:52;01/09/2021 15:14:52;10;0;0
GWZK23-01/09/2021 10:49:21-9;96711420;77130027;202109;376;104;0;GWZK23;30507717;01/09/2021 10:49:21;01/09/2021 14:49:21;9;-23,585517;-70,382730;19;01/09/2021 11:17:22;01/09/2021 15:17:22;10;0;0
GWZK23-01/09/2021 10:49:21-11;96711420;77130027;202109;376;104;0;GWZK23;30507717;01/09/2021 10:49:21;01/09/2021 14:49:21;11;-23,599452;-70,374852;28;01/09/2021 11:25:51;01/09/2021 15:25:51;10;0;0
GWZK23-01/09/2021 10:49:21-12;96711420;77130027;202109;376;104;0;GWZK23;30507717;01/09/2021 10:49:21;01/09/2021 14:49:21;12;-23,610145;-70,378165;24;01/09/2021 11:29:22;01/09/2021 15:29:22;10;0;0
GWZK23-01/09/2021 10:49:21-13;96711420;77130027;202109;376;104;0;GWZK23;30507717;01/09/2021 10:49:21;01/09/2021 14:49:21;13;-23,632057;-70,384454;20;01/09/2021 11:40:22;01/09/2021 15:40:22;10;0;0
GWZK23-01/09/2021 10:49:21-14;96711420;77130027;202109;376;104;0;GWZK23;30507717;01/09/2021 10:49:21;01/09/2021 14:49:21;14;-23,648445;-70,397879;14;01/09/2021 11:50:53;01/09/2021 15:50:53;10;0;0
GWZK23-01/09/2021 10:49:21-15;96711420;77130027;202109;376;104;0;GWZK23;30507717;01/09/2021 10:49:21;01/09/2021 14:49:21;15;-23,668106;-70,399001;23;01/09/2021 12:02:23;01/09/2021 16:02:23;10;0;0
GWZK23-01/09/2021 10:49:21-16;96711420;77130027;202109;376;104;0;GWZK23;30507717;01/09/2021 10:49:21;01/09/2021 14:49:21;16;-23,678731;-70,409510;44;01/09/2021 12:07:22;01/09/2021 16:07:22;10;0;0
GWZK23-01/09/2021 10:49:21-17;96711420;77130027;202109;376;104;0;GWZK23;30507717;01/09/2021 10:49:21;01/09/2021 14:49:21;17;-23,702226;-70,423604;62;01/09/2021 12:13:22;01/09/2021 16:13:22;10;0;0
GWZK23-01/09/2021 10:49:21-18;96711420;77130027;202109;376;104;0;GWZK23;30507717;01/09/2021 10:49:21;01/09/2021 14:49:21;18;-23,734661;-70,440243;22;01/09/2021 12:17:46;01/09/2021 16:17:46;10;0;0
GWZK23-01/09/2021 12:27:40-1;96711420;77130027;202109;376;104;1;GWZK23;30513621;01/09/2021 12:27:40;01/09/2021 16:27:40;1;-23,735081;-70,440404;25;01/09/2021 12:27:40;01/09/2021 16:27:40;12;0;0
GWZK23-01/09/2021 12:27:40-2;96711420;77130027;202109;376;104;1;GWZK23;30513621;01/09/2021 12:27:40;01/09/2021 16:27:40;2;-23,702243;-70,423490;26;01/09/2021 12:34:48;01/09/2021 16:34:48;12;0;0
GWZK23-01/09/2021 12:27:40-3;96711420;77130027;202109;376;104;1;GWZK23;30513621;01/09/2021 12:27:40;01/09/2021 16:27:40;3;-23,678744;-70,409430;20;01/09/2021 12:41:17;01/09/2021 16:41:17;12;0;0
GWZK23-01/09/2021 12:27:40-4;96711420;77130027;202109;376;104;1;GWZK23;30513621;01/09/2021 12:27:40;01/09/2021 16:27:40;4;-23,672720;-70,404317;30;01/09/2021 12:45:17;01/09/2021 16:45:17;12;0;0
GWZK23-01/09/2021 12:27:40-5;96711420;77130027;202109;376;104;1;GWZK23;30513621;01/09/2021 12:27:40;01/09/2021 16:27:40;5;-23,669938;-70,401066;27;01/09/2021 12:46:47;01/09/2021 16:46:47;12;0;0
GWZK23-01/09/2021 12:27:40-6;96711420;77130027;202109;376;104;1;GWZK23;30513621;01/09/2021 12:27:40;01/09/2021 16:27:40;6;-23,664990;-70,396700;20;01/09/2021 12:49:22;01/09/2021 16:49:22;12;0;0
GWZK23-01/09/2021 12:27:40-7;96711420;77130027;202109;376;104;1;GWZK23;30513621;01/09/2021 12:27:40;01/09/2021 16:27:40;7;-23,657110;-70,394161;17;01/09/2021 12:52:47;01/09/2021 16:52:47;12;0;0
GWZK23-01/09/2021 12:27:40-8;96711420;77130027;202109;376;104;1;GWZK23;30513621;01/09/2021 12:27:40;01/09/2021 16:27:40;8;-23,647395;-70,401901;10;01/09/2021 13:02:48;01/09/2021 17:02:48;12;0;0
GWZK23-01/09/2021 12:27:40-9;96711420;77130027;202109;376;104;1;GWZK23;30513621;01/09/2021 12:27:40;01/09/2021 16:27:40;9;-23,647397;-70,398341;25;01/09/2021 13:06:47;01/09/2021 17:06:47;12;0;0
GWZK23-01/09/2021 12:27:40-10;96711420;77130027;202109;376;104;1;GWZK23;30513621;01/09/2021 12:27:40;01/09/2021 16:27:40;10;-23,648425;-70,391249;46;01/09/2021 13:12:48;01/09/2021 17:12:48;12;0;0
GWZK23-01/09/2021 12:27:40-11;96711420;77130027;202109;376;104;1;GWZK23;30513621;01/09/2021 12:27:40;01/09/2021 16:27:40;11;-23,638919;-70,386425;29;01/09/2021 13:14:46;01/09/2021 17:14:46;12;0;0
GWZK23-01/09/2021 12:27:40-12;96711420;77130027;202109;376;104;1;GWZK23;30513621;01/09/2021 12:27:40;01/09/2021 16:27:40;12;-23,631041;-70,385091;28;01/09/2021 13:17:18;01/09/2021 17:17:18;12;0;0
GWZK23-01/09/2021 12:27:40-13;96711420;77130027;202109;376;104;1;GWZK23;30513621;01/09/2021 12:27:40;01/09/2021 16:27:40;13;-23,629347;-70,377409;14;01/09/2021 13:19:47;01/09/2021 17:19:47;12;0;0
GWZK23-01/09/2021 12:27:40-14;96711420;77130027;202109;376;104;1;GWZK23;30513621;01/09/2021 12:27:40;01/09/2021 16:27:40;14;-23,621291;-70,379101;20;01/09/2021 13:23:48;01/09/2021 17:23:48;12;0;0
GWZK23-01/09/2021 12:27:40-15;96711420;77130027;202109;376;104;1;GWZK23;30513621;01/09/2021 12:27:40;01/09/2021 16:27:40;15;-23,610147;-70,378165;16;01/09/2021 13:27:48;01/09/2021 17:27:48;12;0;0
GWZK23-01/09/2021 12:27:40-16;96711420;77130027;202109;376;104;1;GWZK23;30513621;01/09/2021 12:27:40;01/09/2021 16:27:40;16;-23,601567;-70,376409;15;01/09/2021 13:31:17;01/09/2021 17:31:17;12;0;0
GWZK23-01/09/2021 12:27:40-17;96711420;77130027;202109;376;104;1;GWZK23;30513621;01/09/2021 12:27:40;01/09/2021 16:27:40;17;-23,599461;-70,374853;26;01/09/2021 13:32:17;01/09/2021 17:32:17;12;0;0
GWZK23-01/09/2021 12:27:40-18;96711420;77130027;202109;376;104;1;GWZK23;30513621;01/09/2021 12:27:40;01/09/2021 16:27:40;18;-23,597241;-70,377415;13;01/09/2021 13:34:47;01/09/2021 17:34:47;12;0;0
GWZK23-01/09/2021 12:27:40-19;96711420;77130027;202109;376;104;1;GWZK23;30513621;01/09/2021 12:27:40;01/09/2021 16:27:40;19;-23,592430;-70,378548;24;01/09/2021 13:36:48;01/09/2021 17:36:48;12;0;0
GWZK23-01/09/2021 12:27:40-20;96711420;77130027;202109;376;104;1;GWZK23;30513621;01/09/2021 12:27:40;01/09/2021 16:27:40;20;-23,586614;-70,380019;16;01/09/2021 13:38:18;01/09/2021 17:38:18;12;0;0
GWZK23-01/09/2021 12:27:40-21;96711420;77130027;202109;376;104;1;GWZK23;30513621;01/09/2021 12:27:40;01/09/2021 16:27:40;21;-23,583971;-70,381250;35;01/09/2021 13:39:18;01/09/2021 17:39:18;12;0;0
GWZK23-01/09/2021 12:27:40-22;96711420;77130027;202109;376;104;1;GWZK23;30513621;01/09/2021 12:27:40;01/09/2021 16:27:40;22;-23,578547;-70,380674;15;01/09/2021 13:40:47;01/09/2021 17:40:47;12;0;0
GWZK23-01/09/2021 12:27:40-23;96711420;77130027;202109;376;104;1;GWZK23;30513621;01/09/2021 12:27:40;01/09/2021 16:27:40;23;-23,575460;-70,378250;17;01/09/2021 13:46:18;01/09/2021 17:46:18;12;0;0
GWZK23-01/09/2021 12:27:40-24;96711420;77130027;202109;376;104;1;GWZK23;30513621;01/09/2021 12:27:40;01/09/2021 16:27:40;24;-23,573483;-70,382142;27;01/09/2021 13:48:18;01/09/2021 17:48:18;12;0;0
GWZK23-01/09/2021 12:27:40-25;96711420;77130027;202109;376;104;1;GWZK23;30513621;01/09/2021 12:27:40;01/09/2021 16:27:40;25;-23,569675;-70,379514;21;01/09/2021 13:52:16;01/09/2021 17:52:16;12;0;0
GWZK23-01/09/2021 12:27:40-26;96711420;77130027;202109;376;104;1;GWZK23;30513621;01/09/2021 12:27:40;01/09/2021 16:27:40;26;-23,569543;-70,377594;9;01/09/2021 13:54:18;01/09/2021 17:54:18;12;0;0
GWZK23-01/09/2021 12:27:40-27;96711420;77130027;202109;376;104;1;GWZK23;30513621;01/09/2021 12:27:40;01/09/2021 16:27:40;27;-23,564537;-70,384818;14;01/09/2021 13:58:19;01/09/2021 17:58:19;12;0;0
GWZK23-01/09/2021 12:27:40-28;96711420;77130027;202109;376;104;1;GWZK23;30513621;01/09/2021 12:27:40;01/09/2021 16:27:40;28;-23,563513;-70,391063;24;01/09/2021 13:59:49;01/09/2021 17:59:49;12;0;0
GWZK23-01/09/2021 12:27:40-29;96711420;77130027;202109;376;104;1;GWZK23;30513621;01/09/2021 12:27:40;01/09/2021 16:27:40;29;-23,555423;-70,391340;36;01/09/2021 14:01:24;01/09/2021 18:01:24;12;0;0
GWZK23-01/09/2021 14:38:21-1;96711420;77130027;202109;376;104;0;GWZK23;30521450;01/09/2021 14:38:21;01/09/2021 18:38:21;1;-23,550549;-70,387464;19;01/09/2021 14:38:21;01/09/2021 18:38:21;14;0;0
GWZK23-01/09/2021 14:38:21-2;96711420;77130027;202109;376;104;0;GWZK23;30521450;01/09/2021 14:38:21;01/09/2021 18:38:21;2;-23,559483;-70,391175;33;01/09/2021 14:42:21;01/09/2021 18:42:21;14;0;0
GWZK23-01/09/2021 14:38:21-3;96711420;77130027;202109;376;104;0;GWZK23;30521450;01/09/2021 14:38:21;01/09/2021 18:38:21;3;-23,565941;-70,383100;24;01/09/2021 14:50:23;01/09/2021 18:50:23;14;0;0
GWZK23-01/09/2021 14:38:21-4;96711420;77130027;202109;376;104;0;GWZK23;30521450;01/09/2021 14:38:21;01/09/2021 18:38:21;4;-23,567920;-70,380074;20;01/09/2021 14:51:50;01/09/2021 18:51:50;14;0;0
GWZK23-01/09/2021 14:38:21-5;96711420;77130027;202109;376;104;0;GWZK23;30521450;01/09/2021 14:38:21;01/09/2021 18:38:21;5;-23,569116;-70,376841;23;01/09/2021 14:52:53;01/09/2021 18:52:53;14;0;0
GWZK23-01/09/2021 14:38:21-6;96711420;77130027;202109;376;104;0;GWZK23;30521450;01/09/2021 14:38:21;01/09/2021 18:38:21;6;-23,573484;-70,382142;23;01/09/2021 14:56:21;01/09/2021 18:56:21;14;0;0
GWZK23-01/09/2021 14:38:21-7;96711420;77130027;202109;376;104;0;GWZK23;30521450;01/09/2021 14:38:21;01/09/2021 18:38:21;7;-23,576353;-70,374956;12;01/09/2021 14:59:52;01/09/2021 18:59:52;14;0;0
GWZK23-01/09/2021 14:38:21-8;96711420;77130027;202109;376;104;0;GWZK23;30521450;01/09/2021 14:38:21;01/09/2021 18:38:21;8;-23,581342;-70,383032;18;01/09/2021 15:04:51;01/09/2021 19:04:51;14;0;0
GWZK23-01/09/2021 14:38:21-9;96711420;77130027;202109;376;104;0;GWZK23;30521450;01/09/2021 14:38:21;01/09/2021 18:38:21;9;-23,585517;-70,382730;22;01/09/2021 15:06:52;01/09/2021 19:06:52;14;0;0
GWZK23-01/09/2021 14:38:21-10;96711420;77130027;202109;376;104;0;GWZK23;30521450;01/09/2021 14:38:21;01/09/2021 18:38:21;10;-23,592426;-70,378548;18;01/09/2021 15:09:52;01/09/2021 19:09:52;14;0;0
GWZK23-01/09/2021 14:38:21-11;96711420;77130027;202109;376;104;0;GWZK23;30521450;01/09/2021 14:38:21;01/09/2021 18:38:21;11;-23,599452;-70,374852;23;01/09/2021 15:13:52;01/09/2021 19:13:52;14;0;0
GWZK23-01/09/2021 14:38:21-12;96711420;77130027;202109;376;104;0;GWZK23;30521450;01/09/2021 14:38:21;01/09/2021 18:38:21;12;-23,610145;-70,378165;25;01/09/2021 15:17:52;01/09/2021 19:17:52;14;0;0
GWZK23-01/09/2021 14:38:21-13;96711420;77130027;202109;376;104;0;GWZK23;30521450;01/09/2021 14:38:21;01/09/2021 18:38:21;13;-23,632057;-70,384454;18;01/09/2021 15:29:23;01/09/2021 19:29:23;14;0;0
GWZK23-01/09/2021 14:38:21-14;96711420;77130027;202109;376;104;0;GWZK23;30521450;01/09/2021 14:38:21;01/09/2021 18:38:21;14;-23,648445;-70,397879;11;01/09/2021 15:39:52;01/09/2021 19:39:52;14;0;0
GWZK23-01/09/2021 14:38:21-15;96711420;77130027;202109;376;104;0;GWZK23;30521450;01/09/2021 14:38:21;01/09/2021 18:38:21;15;-23,668106;-70,399001;36;01/09/2021 15:52:23;01/09/2021 19:52:23;14;0;0
GWZK23-01/09/2021 14:38:21-16;96711420;77130027;202109;376;104;0;GWZK23;30521450;01/09/2021 14:38:21;01/09/2021 18:38:21;16;-23,678731;-70,409510;20;01/09/2021 15:56:53;01/09/2021 19:56:53;14;0;0
GWZK23-01/09/2021 14:38:21-17;96711420;77130027;202109;376;104;0;GWZK23;30521450;01/09/2021 14:38:21;01/09/2021 18:38:21;17;-23,702226;-70,423604;57;01/09/2021 16:01:53;01/09/2021 20:01:53;14;0;0
GWZK23-01/09/2021 14:38:21-18;96711420;77130027;202109;376;104;0;GWZK23;30521450;01/09/2021 14:38:21;01/09/2021 18:38:21;18;-23,734661;-70,440243;46;01/09/2021 16:07:24;01/09/2021 20:07:24;14;0;0
GWZK23-01/09/2021 16:16:13-1;96711420;77130027;202109;376;104;1;GWZK23;30526918;01/09/2021 16:16:13;01/09/2021 20:16:13;1;-23,735081;-70,440404;32;01/09/2021 16:16:13;01/09/2021 20:16:13;16;0;0
