DNI1;DNI2;UNI;PERI_MES;INDICADOR;CODI_SERVI;NOM_SERV;CODI_SENTI;PERI_DIA;PERI_HORA;POSI_BUS;POSI_PUNTO;PASA_ACT;PASA_ANT;INT_OBS;INT_EXI;INCUM;PPU_ACT;PPU_ANT;CODI_EXPED;TIPO_DIA;TIPO_ESTACIONALIDAD
96711420;77130027;UN04;202108;1,00;376;104;0;01/08/2021;8;4;1;01/08/2021 08:28:20;01/08/2021 08:20:22;7,97;10,00;-2,03;GWZK23;HLDF69;27820855;2;0
96711420;77130027;UN04;202108;1,00;376;104;0;01/08/2021;8;4;2;01/08/2021 08:31:51;01/08/2021 08:22:51;9,00;10,00;-1,00;GWZK23;HLDF69;27820855;2;0
96711420;77130027;UN04;202108;1,00;376;104;1;01/08/2021;8;5;1;01/08/2021 08:35:19;01/08/2021 08:27:45;7,57;60,00;-52,43;LBFZ50;FXZW83;27821243;2;0
96711420;77130027;UN04;202108;1,00;376;104;1;01/08/2021;8;4;2;01/08/2021 08:36:50;01/08/2021 08:24:18;12,53;60,00;-47,47;FXZW83;DCXL23;27820824;2;0
96711420;77130027;UN04;202108;0,00;376;104;0;01/08/2021;7;1;18;01/08/2021 08:39:50;;0,00;30,00;-30,00;JRKG10;;27816621;2;0
96711420;77130027;UN04;202108;1,00;376;104;1;01/08/2021;8;5;2;01/08/2021 08:43:50;01/08/2021 08:36:50;7,00;60,00;-53,00;LBFZ50;FXZW83;27821243;2;0
96711420;77130027;UN04;202108;0,00;376;104;0;01/08/2021;8;5;1;01/08/2021 08:49:18;01/08/2021 08:28:20;20,97;10,00;10,97;JJYW74;GWZK23;27822083;2;0
96711420;77130027;UN04;202108;0,00;376;104;0;01/08/2021;8;5;2;01/08/2021 08:52:18;01/08/2021 08:31:51;20,45;10,00;10,45;JJYW74;GWZK23;27822083;2;0
96711420;77130027;UN04;202108;1,00;376;104;1;01/08/2021;8;6;1;01/08/2021 08:52:46;01/08/2021 08:35:19;17,45;60,00;-42,55;JRKG10;LBFZ50;27821754;2;0
96711420;77130027;UN04;202108;1,00;376;104;1;01/08/2021;8;7;1;01/08/2021 08:54:51;01/08/2021 08:52:46;2,08;60,00;-57,92;JCGC63;JRKG10;27821995;2;0
96711420;77130027;UN04;202108;1,00;376;104;0;01/08/2021;7;2;18;01/08/2021 08:57:11;01/08/2021 08:39:50;17,35;30,00;-12,65;BHWD19;JRKG10;27817553;2;0
96711420;77130027;UN04;202108;1,00;376;104;1;01/08/2021;8;6;2;01/08/2021 08:58:53;01/08/2021 08:43:50;15,05;60,00;-44,95;JRKG10;LBFZ50;27821754;2;0
96711420;77130027;UN04;202108;0,00;376;104;0;01/08/2021;9;1;1;01/08/2021 09:03:49;;0,00;10,00;-10,00;FGVK26;;27822987;2;0
96711420;77130027;UN04;202108;0,00;376;104;0;01/08/2021;9;1;2;01/08/2021 09:06:22;;0,00;10,00;-10,00;FGVK26;;27822987;2;0
96711420;77130027;UN04;202108;1,00;376;104;1;01/08/2021;8;7;2;01/08/2021 09:10:24;01/08/2021 08:58:53;11,52;60,00;-48,48;JCGC63;JRKG10;27821995;2;0
96711420;77130027;UN04;202108;0,00;376;104;1;01/08/2021;9;1;1;01/08/2021 09:11:46;;0,00;15,00;-15,00;BHWD19;;27823401;2;0
96711420;77130027;UN04;202108;1,00;376;104;0;01/08/2021;7;3;18;01/08/2021 09:12:53;01/08/2021 08:57:11;15,70;30,00;-14,30;FXRR73;BHWD19;27818036;2;0
96711420;77130027;UN04;202108;1,00;376;104;0;01/08/2021;7;4;18;01/08/2021 09:14:07;01/08/2021 09:12:53;1,23;30,00;-28,77;XY1952;FXRR73;27818480;2;0
96711420;77130027;UN04;202108;0,00;376;104;1;01/08/2021;9;1;2;01/08/2021 09:18:53;;0,00;15,00;-15,00;BHWD19;;27823401;2;0
96711420;77130027;UN04;202108;1,00;376;104;1;01/08/2021;9;2;1;01/08/2021 09:20:23;01/08/2021 09:11:46;8,62;15,00;-6,38;XY1952;BHWD19;27823980;2;0
96711420;77130027;UN04;202108;1,00;376;104;1;01/08/2021;9;3;1;01/08/2021 09:20:48;01/08/2021 09:20:23;0,42;15,00;-14,58;FXRR73;XY1952;27823702;2;0
96711420;77130027;UN04;202108;1,00;376;104;0;01/08/2021;7;5;18;01/08/2021 09:21:54;01/08/2021 09:14:07;7,78;30,00;-22,22;JDYK21;XY1952;27818906;2;0
96711420;77130027;UN04;202108;0,00;376;104;0;01/08/2021;8;1;18;01/08/2021 09:25:51;;0,00;10,00;-10,00;YW6567;;27819386;2;0
96711420;77130027;UN04;202108;1,00;376;104;1;01/08/2021;9;2;2;01/08/2021 09:27:46;01/08/2021 09:18:53;8,88;15,00;-6,12;FXRR73;BHWD19;27823702;2;0
96711420;77130027;UN04;202108;1,00;376;104;1;01/08/2021;9;3;2;01/08/2021 09:31:18;01/08/2021 09:27:46;3,53;15,00;-11,47;XY1952;FXRR73;27823980;2;0
96711420;77130027;UN04;202108;0,00;376;104;0;01/08/2021;9;2;1;01/08/2021 09:32:21;01/08/2021 09:03:49;28,53;10,00;18,53;ZP9889;FGVK26;27824695;2;0
96711420;77130027;UN04;202108;1,00;376;104;1;01/08/2021;9;4;1;01/08/2021 09:32:22;01/08/2021 09:20:48;11,57;15,00;-3,43;JDYK21;FXRR73;27824726;2;0
96711420;77130027;UN04;202108;0,00;376;104;0;01/08/2021;9;2;2;01/08/2021 09:34:25;01/08/2021 09:06:22;28,05;10,00;18,05;ZP9889;FGVK26;27824695;2;0
96711420;77130027;UN04;202108;0,00;376;104;1;01/08/2021;8;1;29;01/08/2021 09:35:23;;0,00;60,00;-60,00;FXZW67;;27819260;2;0
96711420;77130027;UN04;202108;1,00;376;104;1;01/08/2021;9;5;1;01/08/2021 09:39:53;01/08/2021 09:32:22;7,52;15,00;-7,48;YW6567;JDYK21;27824579;2;0
96711420;77130027;UN04;202108;1,00;376;104;1;01/08/2021;9;4;2;01/08/2021 09:41:19;01/08/2021 09:31:18;10,02;15,00;-4,98;JDYK21;XY1952;27824726;2;0
96711420;77130027;UN04;202108;0,50;376;104;0;01/08/2021;8;2;18;01/08/2021 09:41:48;01/08/2021 09:25:51;15,95;10,00;5,95;XY9706;YW6567;27819892;2;0
96711420;77130027;UN04;202108;1,00;376;104;0;01/08/2021;9;3;1;01/08/2021 09:43:50;01/08/2021 09:32:21;11,48;10,00;1,48;JWYJ53;ZP9889;27824846;2;0
96711420;77130027;UN04;202108;1,00;376;104;0;01/08/2021;9;3;2;01/08/2021 09:45:51;01/08/2021 09:34:25;11,43;10,00;1,43;JWYJ53;ZP9889;27824846;2;0
96711420;77130027;UN04;202108;1,00;376;104;0;01/08/2021;8;3;18;01/08/2021 09:47:18;01/08/2021 09:41:48;5,50;10,00;-4,50;HLDF69;XY9706;27820345;2;0
96711420;77130027;UN04;202108;1,00;376;104;1;01/08/2021;8;2;29;01/08/2021 09:48:50;01/08/2021 09:35:23;13,45;60,00;-46,55;HYCZ32;FXZW67;27819801;2;0
96711420;77130027;UN04;202108;1,00;376;104;1;01/08/2021;9;5;2;01/08/2021 09:49:16;01/08/2021 09:41:19;7,95;15,00;-7,05;YW6567;JDYK21;27824579;2;0
96711420;77130027;UN04;202108;1,00;376;104;1;01/08/2021;9;6;1;01/08/2021 09:49:54;01/08/2021 09:39:53;10,02;15,00;-4,98;XY9706;YW6567;27825779;2;0
96711420;77130027;UN04;202108;1,00;376;104;1;01/08/2021;8;3;29;01/08/2021 09:52:17;01/08/2021 09:48:50;3,45;60,00;-56,55;DCXL23;HYCZ32;27819802;2;0
96711420;77130027;UN04;202108;1,00;376;104;0;01/08/2021;8;4;18;01/08/2021 09:54:52;01/08/2021 09:47:18;7,57;10,00;-2,43;GWZK23;HLDF69;27820855;2;0
96711420;77130027;UN04;202108;1,00;376;104;1;01/08/2021;9;7;1;01/08/2021 09:56:12;01/08/2021 09:49:54;6,30;15,00;-8,70;HLDF69;XY9706;27826132;2;0
96711420;77130027;UN04;202108;0,75;376;104;0;01/08/2021;9;4;1;01/08/2021 09:56:23;01/08/2021 09:43:50;12,55;10,00;2,55;FXZW67;JWYJ53;27826107;2;0
96711420;77130027;UN04;202108;1,00;376;104;1;01/08/2021;9;6;2;01/08/2021 09:56:46;01/08/2021 09:49:16;7,50;15,00;-7,50;XY9706;YW6567;27825779;2;0
96711420;77130027;UN04;202108;0,75;376;104;0;01/08/2021;9;4;2;01/08/2021 09:59:53;01/08/2021 09:45:51;14,03;10,00;4,03;FXZW67;JWYJ53;27826107;2;0
96711420;77130027;UN04;202108;0,00;376;104;1;01/08/2021;10;1;1;01/08/2021 10:04:25;;0,00;10,00;-10,00;GWZK23;;27826609;2;0
96711420;77130027;UN04;202108;1,00;376;104;1;01/08/2021;8;4;29;01/08/2021 10:04:46;01/08/2021 09:52:17;12,48;60,00;-47,52;FXZW83;DCXL23;27820824;2;0
96711420;77130027;UN04;202108;1,00;376;104;1;01/08/2021;9;7;2;01/08/2021 10:05:16;01/08/2021 09:56:46;8,50;15,00;-6,50;HLDF69;XY9706;27826132;2;0
96711420;77130027;UN04;202108;0,00;376;104;0;01/08/2021;10;1;1;01/08/2021 10:08:19;;0,00;10,00;-10,00;HYCZ32;;27826853;2;0
96711420;77130027;UN04;202108;0,00;376;104;0;01/08/2021;10;1;2;01/08/2021 10:10:19;;0,00;10,00;-10,00;HYCZ32;;27826853;2;0
96711420;77130027;UN04;202108;1,00;376;104;1;01/08/2021;8;5;29;01/08/2021 10:11:19;01/08/2021 10:04:46;6,55;60,00;-53,45;LBFZ50;FXZW83;27821243;2;0
96711420;77130027;UN04;202108;0,50;376;104;0;01/08/2021;8;5;18;01/08/2021 10:11:54;01/08/2021 09:54:52;17,03;10,00;7,03;JJYW74;GWZK23;27822083;2;0
96711420;77130027;UN04;202108;0,00;376;104;1;01/08/2021;10;1;2;01/08/2021 10:12:53;;0,00;10,00;-10,00;GWZK23;;27826609;2;0
96711420;77130027;UN04;202108;1,00;376;104;0;01/08/2021;10;2;1;01/08/2021 10:19:18;01/08/2021 10:08:19;10,98;10,00;0,98;DCXL23;HYCZ32;27827512;2;0
96711420;77130027;UN04;202108;0,00;376;104;0;01/08/2021;9;1;18;01/08/2021 10:19:51;;0,00;10,00;-10,00;FGVK26;;27822987;2;0
96711420;77130027;UN04;202108;1,00;376;104;0;01/08/2021;10;2;2;01/08/2021 10:21:48;01/08/2021 10:10:19;11,48;10,00;1,48;DCXL23;HYCZ32;27827512;2;0
96711420;77130027;UN04;202108;1,00;376;104;1;01/08/2021;8;6;29;01/08/2021 10:27:22;01/08/2021 10:11:19;16,05;60,00;-43,95;JRKG10;LBFZ50;27821754;2;0
96711420;77130027;UN04;202108;0,00;376;104;1;01/08/2021;10;2;1;01/08/2021 10:28:29;01/08/2021 10:04:25;24,07;10,00;14,07;JJYW74;GWZK23;27827426;2;0
96711420;77130027;UN04;202108;0,75;376;104;0;01/08/2021;10;3;1;01/08/2021 10:31:49;01/08/2021 10:19:18;12,52;10,00;2,52;LBFZ50;DCXL23;27828292;2;0
96711420;77130027;UN04;202108;0,00;376;104;1;01/08/2021;10;2;2;01/08/2021 10:34:19;01/08/2021 10:12:53;21,43;10,00;11,43;JJYW74;GWZK23;27827426;2;0
96711420;77130027;UN04;202108;0,75;376;104;0;01/08/2021;10;3;2;01/08/2021 10:34:22;01/08/2021 10:21:48;12,57;10,00;2,57;LBFZ50;DCXL23;27828292;2;0
96711420;77130027;UN04;202108;1,00;376;104;1;01/08/2021;10;3;1;01/08/2021 10:36:18;01/08/2021 10:28:29;7,82;10,00;-2,18;FGVK26;JJYW74;27828387;2;0
96711420;77130027;UN04;202108;1,00;376;104;1;01/08/2021;8;7;29;01/08/2021 10:39:16;01/08/2021 10:27:22;11,90;60,00;-48,10;JCGC63;JRKG10;27821995;2;0
96711420;77130027;UN04;202108;0,75;376;104;0;01/08/2021;10;4;1;01/08/2021 10:44:21;01/08/2021 10:31:49;12,53;10,00;2,53;LBGG46;LBFZ50;27828987;2;0
96711420;77130027;UN04;202108;1,00;376;104;1;01/08/2021;10;3;2;01/08/2021 10:45:01;01/08/2021 10:34:19;10,70;10,00;0,70;FGVK26;JJYW74;27828387;2;0
96711420;77130027;UN04;202108;0,75;376;104;0;01/08/2021;10;4;2;01/08/2021 10:47:52;01/08/2021 10:34:22;13,50;10,00;3,50;LBGG46;LBFZ50;27828987;2;0
96711420;77130027;UN04;202108;0,00;376;104;1;01/08/2021;9;1;29;01/08/2021 10:49:49;;0,00;15,00;-15,00;BHWD19;;27823401;2;0
96711420;77130027;UN04;202108;1,00;376;104;1;01/08/2021;9;2;29;01/08/2021 10:56:17;01/08/2021 10:49:49;6,47;15,00;-8,53;FXRR73;BHWD19;27823702;2;0
96711420;77130027;UN04;202108;0,00;376;104;1;01/08/2021;10;4;1;01/08/2021 10:56:40;01/08/2021 10:36:18;20,37;10,00;10,37;DPYV64;FGVK26;27829701;2;0
96711420;77130027;UN04;202108;1,00;376;104;0;01/08/2021;10;5;1;01/08/2021 10:56:51;01/08/2021 10:44:21;12,50;10,00;2,50;JRKG10;LBGG46;27829764;2;0
96711420;77130027;UN04;202108;0,00;376;104;0;01/08/2021;9;2;18;01/08/2021 10:58:47;01/08/2021 10:19:51;38,93;10,00;28,93;ZP9889;FGVK26;27824695;2;0
96711420;77130027;UN04;202108;1,00;376;104;0;01/08/2021;10;5;2;01/08/2021 10:58:51;01/08/2021 10:47:52;10,98;10,00;0,98;JRKG10;LBGG46;27829764;2;0
96711420;77130027;UN04;202108;1,00;376;104;1;01/08/2021;9;3;29;01/08/2021 11:02:49;01/08/2021 10:56:17;6,53;15,00;-8,47;XY1952;FXRR73;27823980;2;0
96711420;77130027;UN04;202108;0,25;376;104;1;01/08/2021;10;4;2;01/08/2021 11:03:53;01/08/2021 10:45:01;18,87;10,00;8,87;DPYV64;FGVK26;27829701;2;0
96711420;77130027;UN04;202108;1,00;376;104;0;01/08/2021;9;3;18;01/08/2021 11:05:17;01/08/2021 10:58:47;6,50;10,00;-3,50;JWYJ53;ZP9889;27824846;2;0
96711420;77130027;UN04;202108;0,00;376;104;0;01/08/2021;11;1;1;01/08/2021 11:06:51;;0,00;10,00;-10,00;JCGC63;;27830363;2;0
96711420;77130027;UN04;202108;0,00;376;104;1;01/08/2021;11;1;1;01/08/2021 11:07:48;;0,00;10,00;-10,00;ZP9889;;27830432;2;0
96711420;77130027;UN04;202108;1,00;376;104;1;01/08/2021;9;4;29;01/08/2021 11:08:50;01/08/2021 11:02:49;6,02;15,00;-8,98;JDYK21;XY1952;27824726;2;0
96711420;77130027;UN04;202108;0,00;376;104;0;01/08/2021;11;1;2;01/08/2021 11:09:21;;0,00;10,00;-10,00;JCGC63;;27830363;2;0
96711420;77130027;UN04;202108;1,00;376;104;1;01/08/2021;9;5;29;01/08/2021 11:15:51;01/08/2021 11:08:50;7,02;15,00;-7,98;YW6567;JDYK21;27824579;2;0
96711420;77130027;UN04;202108;0,00;376;104;1;01/08/2021;11;1;2;01/08/2021 11:17:47;;0,00;10,00;-10,00;ZP9889;;27830432;2;0
96711420;77130027;UN04;202108;1,00;376;104;1;01/08/2021;11;2;1;01/08/2021 11:17:53;01/08/2021 11:07:48;10,08;10,00;0,08;JWYJ53;ZP9889;27830967;2;0
96711420;77130027;UN04;202108;0,75;376;104;0;01/08/2021;11;2;1;01/08/2021 11:19:46;01/08/2021 11:06:51;12,92;10,00;2,92;BHWD19;JCGC63;27831140;2;0
96711420;77130027;UN04;202108;0,50;376;104;0;01/08/2021;9;4;18;01/08/2021 11:20:54;01/08/2021 11:05:17;15,62;10,00;5,62;FXZW67;JWYJ53;27826107;2;0
96711420;77130027;UN04;202108;0,75;376;104;0;01/08/2021;11;2;2;01/08/2021 11:22:47;01/08/2021 11:09:21;13,43;10,00;3,43;BHWD19;JCGC63;27831140;2;0
96711420;77130027;UN04;202108;1,00;376;104;1;01/08/2021;9;6;29;01/08/2021 11:24:16;01/08/2021 11:15:51;8,42;15,00;-6,58;XY9706;YW6567;27825779;2;0
96711420;77130027;UN04;202108;1,00;376;104;1;01/08/2021;11;2;2;01/08/2021 11:27:20;01/08/2021 11:17:47;9,55;10,00;-0,45;JWYJ53;ZP9889;27830967;2;0
96711420;77130027;UN04;202108;1,00;376;104;0;01/08/2021;11;3;1;01/08/2021 11:31:20;01/08/2021 11:19:46;11,57;10,00;1,57;FXRR73;BHWD19;27831805;2;0
96711420;77130027;UN04;202108;0,75;376;104;1;01/08/2021;11;3;1;01/08/2021 11:31:53;01/08/2021 11:17:53;14,00;10,00;4,00;FXZW67;JWYJ53;27831804;2;0
96711420;77130027;UN04;202108;1,00;376;104;0;01/08/2021;11;3;2;01/08/2021 11:34:20;01/08/2021 11:22:47;11,55;10,00;1,55;FXRR73;BHWD19;27831805;2;0
96711420;77130027;UN04;202108;1,00;376;104;1;01/08/2021;9;7;29;01/08/2021 11:35:16;01/08/2021 11:24:16;11,00;15,00;-4,00;HLDF69;XY9706;27826132;2;0
96711420;77130027;UN04;202108;0,00;376;104;0;01/08/2021;10;1;18;01/08/2021 11:35:19;;0,00;10,00;-10,00;HYCZ32;;27826853;2;0
96711420;77130027;UN04;202108;1,00;376;104;1;01/08/2021;11;3;2;01/08/2021 11:39:25;01/08/2021 11:27:20;12,08;10,00;2,08;FXZW67;JWYJ53;27831804;2;0
96711420;77130027;UN04;202108;0,00;376;104;1;01/08/2021;10;1;29;01/08/2021 11:41:50;;0,00;10,00;-10,00;GWZK23;;27826609;2;0
96711420;77130027;UN04;202108;1,00;376;104;0;01/08/2021;11;4;1;01/08/2021 11:42:22;01/08/2021 11:31:20;11,03;10,00;1,03;XY1952;FXRR73;27832463;2;0
96711420;77130027;UN04;202108;0,75;376;104;1;01/08/2021;11;4;1;01/08/2021 11:45:17;01/08/2021 11:31:53;13,40;10,00;3,40;HYCZ32;FXZW67;27832468;2;0
96711420;77130027;UN04;202108;1,00;376;104;0;01/08/2021;11;4;2;01/08/2021 11:45:21;01/08/2021 11:34:20;11,02;10,00;1,02;XY1952;FXRR73;27832463;2;0
96711420;77130027;UN04;202108;1,00;376;104;0;01/08/2021;10;2;18;01/08/2021 11:46:19;01/08/2021 11:35:19;11,00;10,00;1,00;DCXL23;HYCZ32;27827512;2;0
96711420;77130027;UN04;202108;0,75;376;104;1;01/08/2021;11;4;2;01/08/2021 11:52:22;01/08/2021 11:39:25;12,95;10,00;2,95;HYCZ32;FXZW67;27832468;2;0
96711420;77130027;UN04;202108;1,00;376;104;1;01/08/2021;11;5;1;01/08/2021 11:53:52;01/08/2021 11:45:17;8,58;10,00;-1,42;DCXL23;HYCZ32;27832853;2;0
96711420;77130027;UN04;202108;0,75;376;104;0;01/08/2021;11;5;1;01/08/2021 11:55:48;01/08/2021 11:42:22;13,43;10,00;3,43;JDYK21;XY1952;27833302;2;0
96711420;77130027;UN04;202108;1,00;376;104;0;01/08/2021;10;3;18;01/08/2021 11:58:18;01/08/2021 11:46:19;11,98;10,00;1,98;LBFZ50;DCXL23;27828292;2;0
96711420;77130027;UN04;202108;0,75;376;104;0;01/08/2021;11;5;2;01/08/2021 11:59:19;01/08/2021 11:45:21;13,97;10,00;3,97;JDYK21;XY1952;27833302;2;0
96711420;77130027;UN04;202108;1,00;376;104;1;01/08/2021;11;5;2;01/08/2021 12:01:22;01/08/2021 11:52:22;9,00;10,00;-1,00;DCXL23;HYCZ32;27832853;2;0
96711420;77130027;UN04;202108;0,00;376;104;1;01/08/2021;10;2;29;01/08/2021 12:02:18;01/08/2021 11:41:50;20,47;10,00;10,47;JJYW74;GWZK23;27827426;2;0
96711420;77130027;UN04;202108;0,00;376;104;0;01/08/2021;12;1;1;01/08/2021 12:05:17;;0,00;10,00;-10,00;YW6567;;27833851;2;0
96711420;77130027;UN04;202108;0,00;376;104;1;01/08/2021;12;1;1;01/08/2021 12:06:16;;0,00;10,00;-10,00;LBFZ50;;27833960;2;0
96711420;77130027;UN04;202108;0,00;376;104;0;01/08/2021;12;1;2;01/08/2021 12:08:46;;0,00;10,00;-10,00;YW6567;;27833851;2;0
96711420;77130027;UN04;202108;1,00;376;104;0;01/08/2021;12;2;1;01/08/2021 12:15:52;01/08/2021 12:05:17;10,58;10,00;0,58;XY9706;YW6567;27834441;2;0
96711420;77130027;UN04;202108;0,75;376;104;1;01/08/2021;10;3;29;01/08/2021 12:16:20;01/08/2021 12:02:18;14,03;10,00;4,03;FGVK26;JJYW74;27828387;2;0
96711420;77130027;UN04;202108;0,25;376;104;0;01/08/2021;10;4;18;01/08/2021 12:17:05;01/08/2021 11:58:18;18,78;10,00;8,78;LBGG46;LBFZ50;27828987;2;0
96711420;77130027;UN04;202108;0,00;376;104;1;01/08/2021;12;1;2;01/08/2021 12:17:52;;0,00;10,00;-10,00;LBFZ50;;27833960;2;0
96711420;77130027;UN04;202108;1,00;376;104;0;01/08/2021;10;5;18;01/08/2021 12:18:23;01/08/2021 12:17:05;1,30;10,00;-8,70;JRKG10;LBGG46;27829764;2;0
96711420;77130027;UN04;202108;1,00;376;104;0;01/08/2021;12;2;2;01/08/2021 12:19:17;01/08/2021 12:08:46;10,52;10,00;0,52;XY9706;YW6567;27834441;2;0
96711420;77130027;UN04;202108;0,25;376;104;1;01/08/2021;12;2;1;01/08/2021 12:25:39;01/08/2021 12:06:16;19,38;10,00;9,38;LBGG46;LBFZ50;27834801;2;0
96711420;77130027;UN04;202108;1,00;376;104;0;01/08/2021;12;3;1;01/08/2021 12:25:52;01/08/2021 12:15:52;10,00;10,00;0,00;HLDF69;XY9706;27835101;2;0
96711420;77130027;UN04;202108;1,00;376;104;0;01/08/2021;12;3;2;01/08/2021 12:28:46;01/08/2021 12:19:17;9,48;10,00;-0,52;HLDF69;XY9706;27835101;2;0
96711420;77130027;UN04;202108;1,00;376;104;1;01/08/2021;12;3;1;01/08/2021 12:32:02;01/08/2021 12:25:39;6,38;10,00;-3,62;JRKG10;LBGG46;27835492;2;0
96711420;77130027;UN04;202108;0,50;376;104;1;01/08/2021;10;4;29;01/08/2021 12:33:46;01/08/2021 12:16:20;17,43;10,00;7,43;DPYV64;FGVK26;27829701;2;0
96711420;77130027;UN04;202108;0,00;376;104;0;01/08/2021;11;1;18;01/08/2021 12:34:27;;0,00;10,00;-10,00;JCGC63;;27830363;2;0
96711420;77130027;UN04;202108;1,00;376;104;0;01/08/2021;12;4;1;01/08/2021 12:36:17;01/08/2021 12:25:52;10,42;10,00;0,42;GWZK23;HLDF69;27835701;2;0
96711420;77130027;UN04;202108;0,00;376;104;1;01/08/2021;12;2;2;01/08/2021 12:38:49;01/08/2021 12:17:52;20,95;10,00;10,95;JRKG10;LBFZ50;27835492;2;0
96711420;77130027;UN04;202108;1,00;376;104;0;01/08/2021;12;4;2;01/08/2021 12:39:48;01/08/2021 12:28:46;11,03;10,00;1,03;GWZK23;HLDF69;27835701;2;0
96711420;77130027;UN04;202108;0,75;376;104;1;01/08/2021;12;4;1;01/08/2021 12:44:36;01/08/2021 12:32:02;12,57;10,00;2,57;JCGC63;JRKG10;27835762;2;0
