DNI1;DNI2;UNI;PERI_MES;INDICADOR;ID_SERVI;NOM_SERV;CODI_SENTI;PERIODO_DIA;PERIODO_HORA;INTERVALO_INDICADOR;POSI_PUNTO;HORA_PASADA_CHL;HORA_PASADA_CHL_ANTERIOR;INTERVALO_OBSERVADO;INTERVALO_EXIGIDO;INCUMPLIMIENTO;PATENTE;PATENTE_ANTERIOR;NRO_UNICO_PASADA;TIPO_DIA;TIPO_ESTACIONALIDAD
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;6;3;1;02/08/2021 06:42:53;02/08/2021 06:37:19;5,57;7,50;-1,93;JWYJ53;JWTG29;27900927;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;6;3;2;02/08/2021 06:46:24;02/08/2021 06:39:47;6,62;7,50;-0,88;JWYJ53;JWTG29;27900927;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;6;2;1;02/08/2021 06:48:49;02/08/2021 06:42:53;5,93;7,50;-1,57;JDYK21;JWYJ53;27901281;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;6;2;2;02/08/2021 06:52:16;02/08/2021 06:46:24;5,87;7,50;-1,63;JDYK21;JWYJ53;27901281;0;0
96711420;77130027;UN04;202108;0,00;376;104;0;02/08/2021;7;8;1;02/08/2021 07:00:18;02/08/2021 06:48:49;11,48;5,45;6,03;XX7734;JDYK21;27901940;0;0
96711420;77130027;UN04;202108;0,00;376;104;0;02/08/2021;7;8;2;02/08/2021 07:04:18;02/08/2021 06:52:16;12,03;5,45;6,58;XX7734;JDYK21;27901940;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;7;5;1;02/08/2021 07:06:22;02/08/2021 07:00:18;6,07;5,45;0,62;WR9412;XX7734;27902303;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;7;10;1;02/08/2021 07:10:20;02/08/2021 07:06:22;3,97;5,45;-1,48;JGVY82;WR9412;27902544;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;7;5;2;02/08/2021 07:10:22;02/08/2021 07:04:18;6,07;5,45;0,62;WR9412;XX7734;27902303;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;7;10;2;02/08/2021 07:13:50;02/08/2021 07:10:22;3,47;5,45;-1,98;JGVY82;WR9412;27902544;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;7;5;1;02/08/2021 07:14:53;02/08/2021 07:06:22;8,52;15,00;-6,48;JPRZ38;JJYW74;27902818;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;7;11;1;02/08/2021 07:16:18;02/08/2021 07:10:20;5,97;5,45;0,52;BHWD19;JGVY82;27902872;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;7;1;1;02/08/2021 07:17:50;02/08/2021 07:14:53;2,95;15,00;-12,05;BCHK58;JPRZ38;27903054;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;7;11;2;02/08/2021 07:18:49;02/08/2021 07:13:50;4,98;5,45;-0,47;BHWD19;JGVY82;27902872;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;7;4;1;02/08/2021 07:19:17;02/08/2021 07:16:18;2,98;5,45;-2,47;JRKG10;BHWD19;27903082;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;7;4;2;02/08/2021 07:22:47;02/08/2021 07:18:49;3,97;5,45;-1,48;JRKG10;BHWD19;27903082;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;7;9;1;02/08/2021 07:24:50;02/08/2021 07:19:17;5,55;5,45;0,10;HYYY47;JRKG10;27903414;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;7;5;2;02/08/2021 07:26:21;02/08/2021 07:17:20;9,02;15,00;-5,98;JPRZ38;JJYW74;27902818;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;7;9;2;02/08/2021 07:27:46;02/08/2021 07:22:47;4,98;5,45;-0,47;HYYY47;JRKG10;27903414;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;7;3;1;02/08/2021 07:29:21;02/08/2021 07:24:50;4,52;5,45;-0,93;FXZW83;HYYY47;27903712;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;7;4;1;02/08/2021 07:29:40;02/08/2021 07:17:50;11,83;15,00;-3,17;HLDF69;BCHK58;27903627;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;7;1;2;02/08/2021 07:30:48;02/08/2021 07:26:21;4,45;15,00;-10,55;BCHK58;JPRZ38;27903054;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;7;3;2;02/08/2021 07:31:21;02/08/2021 07:27:46;3,58;5,45;-1,87;FXZW83;HYYY47;27903712;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;7;1;1;02/08/2021 07:35:16;02/08/2021 07:29:21;5,92;5,45;0,47;FXZW67;FXZW83;27904010;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;7;7;1;02/08/2021 07:37:20;02/08/2021 07:29:40;7,67;15,00;-7,33;XL7858;HLDF69;27904105;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;7;1;2;02/08/2021 07:37:46;02/08/2021 07:31:21;6,42;5,45;0,97;FXZW67;FXZW83;27904010;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;7;4;2;02/08/2021 07:39:18;02/08/2021 07:30:48;8,50;15,00;-6,50;HLDF69;BCHK58;27903627;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;7;2;1;02/08/2021 07:41:46;02/08/2021 07:35:16;6,50;5,45;1,05;FLHK59;FXZW67;27904441;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;7;8;1;02/08/2021 07:43:19;02/08/2021 07:37:20;5,98;15,00;-9,02;HWHH92;XL7858;27904133;0;0
96711420;77130027;UN04;202108;0,00;378;104Y1;1;02/08/2021;7;2;2;02/08/2021 07:44:19;02/08/2021 07:08:51;35,47;15,00;20,47;ZP9696;XW8291;27904404;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;7;7;2;02/08/2021 07:44:38;02/08/2021 07:39:18;5,33;15,00;-9,67;XL7858;HLDF69;27904105;0;0
96711420;77130027;UN04;202108;0,75;376;104;0;02/08/2021;7;2;2;02/08/2021 07:44:46;02/08/2021 07:37:46;7,00;5,45;1,55;FLHK59;FXZW67;27904441;0;0
96711420;77130027;UN04;202108;0,50;376;104;0;02/08/2021;6;4;18;02/08/2021 07:46:14;02/08/2021 07:34:25;11,82;7,50;4,32;DCXL23;HWHH92;27899063;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;7;12;1;02/08/2021 07:46:54;02/08/2021 07:41:46;5,13;5,45;-0,32;JSWB56;FLHK59;27904675;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;7;12;2;02/08/2021 07:50:24;02/08/2021 07:44:46;5,63;5,45;0,18;JSWB56;FLHK59;27904675;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;7;6;1;02/08/2021 07:50:48;02/08/2021 07:46:54;3,90;5,45;-1,55;YB7798;JSWB56;27905002;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;7;6;1;02/08/2021 07:50:53;02/08/2021 07:43:19;7,57;15,00;-7,43;DCXL23;HWHH92;27904910;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;7;8;2;02/08/2021 07:52:19;02/08/2021 07:44:38;7,68;15,00;-7,32;HWHH92;XL7858;27904133;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;7;6;2;02/08/2021 07:55:18;02/08/2021 07:50:24;4,90;5,45;-0,55;YB7798;JSWB56;27905002;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;7;7;1;02/08/2021 07:55:22;02/08/2021 07:50:48;4,57;5,45;-0,88;JBHR92;YB7798;27905275;0;0
96711420;77130027;UN04;202108;0,75;376;104;0;02/08/2021;6;1;18;02/08/2021 07:56:25;02/08/2021 07:46:14;10,18;7,50;2,68;HYCZ32;DCXL23;27899453;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;7;2;1;02/08/2021 07:57:34;02/08/2021 07:50:53;6,68;15,00;-8,32;HYCZ32;DCXL23;27905420;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;6;7;18;02/08/2021 07:58:47;02/08/2021 07:56:25;2,37;7,50;-5,13;HFST77;HYCZ32;27899721;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;7;6;2;02/08/2021 07:58:52;02/08/2021 07:52:19;6,55;15,00;-8,45;DCXL23;HWHH92;27904910;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;7;7;2;02/08/2021 07:59:23;02/08/2021 07:55:18;4,08;5,45;-1,37;JBHR92;YB7798;27905275;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;8;7;1;02/08/2021 08:00:50;02/08/2021 07:55:22;5,47;5,45;0,02;FJZY74;JBHR92;27905579;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;8;7;2;02/08/2021 08:03:41;02/08/2021 07:59:23;4,30;5,45;-1,15;FJZY74;JBHR92;27905579;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;6;6;18;02/08/2021 08:03:48;02/08/2021 07:58:47;5,02;7,50;-2,48;KHBF36;HFST77;27900206;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;8;1;1;02/08/2021 08:05:48;02/08/2021 08:00:50;4,97;5,45;-0,48;HYYY88;FJZY74;27905901;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;7;2;2;02/08/2021 08:07:21;02/08/2021 07:58:52;8,48;15,00;-6,52;HYCZ32;DCXL23;27905420;0;0
96711420;77130027;UN04;202108;0,50;376;104;1;02/08/2021;8;5;1;02/08/2021 08:07:46;02/08/2021 07:57:34;10,20;6,67;3,53;KHBF36;HYCZ32;27906008;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;8;1;2;02/08/2021 08:08:18;02/08/2021 08:03:41;4,62;5,45;-0,83;HYYY88;FJZY74;27905901;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;8;7;2;02/08/2021 08:10:20;02/08/2021 08:07:21;2,98;6,67;-3,69;HFST77;HYCZ32;27905622;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;8;9;1;02/08/2021 08:10:52;02/08/2021 08:05:48;5,07;5,45;-0,38;FXRR73;HYYY88;27906207;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;8;9;2;02/08/2021 08:12:53;02/08/2021 08:08:18;4,58;5,45;-0,87;FXRR73;HYYY88;27906207;0;0
96711420;77130027;UN04;202108;0,75;376;104;0;02/08/2021;6;3;18;02/08/2021 08:13:59;02/08/2021 08:03:48;10,18;7,50;2,68;JWYJ53;KHBF36;27900927;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;8;6;1;02/08/2021 08:15:49;02/08/2021 08:10:52;4,95;5,45;-0,50;GPGH32;FXRR73;27906501;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;8;5;2;02/08/2021 08:16:16;02/08/2021 08:10:20;5,93;6,67;-0,74;KHBF36;HFST77;27906008;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;8;6;2;02/08/2021 08:18:47;02/08/2021 08:12:53;5,90;5,45;0,45;GPGH32;FXRR73;27906501;0;0
96711420;77130027;UN04;202108;0,50;376;104;1;02/08/2021;8;4;1;02/08/2021 08:18:54;02/08/2021 08:07:46;11,13;6,67;4,46;JWYJ53;KHBF36;27906568;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;6;2;18;02/08/2021 08:19:20;02/08/2021 08:13:59;5,35;7,50;-2,15;JDYK21;JWYJ53;27901281;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;8;5;1;02/08/2021 08:20:47;02/08/2021 08:15:49;4,97;5,45;-0,48;LVKR46;GPGH32;27906683;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;8;6;2;02/08/2021 08:21:17;02/08/2021 08:16:16;5,02;6,67;-1,65;JWTG29;KHBF36;27906200;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;8;5;2;02/08/2021 08:24:19;02/08/2021 08:18:47;5,53;5,45;0,08;LVKR46;GPGH32;27906683;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;8;2;1;02/08/2021 08:24:51;02/08/2021 08:20:47;4,07;5,45;-1,38;JCGC63;LVKR46;27907047;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;7;5;18;02/08/2021 08:24:52;02/08/2021 08:16:48;8,07;15,00;-6,93;JPRZ38;JJYW74;27902818;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;8;1;1;02/08/2021 08:25:17;02/08/2021 08:18:54;6,38;6,67;-0,29;JDYK21;JWYJ53;27906832;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;8;4;2;02/08/2021 08:27:51;02/08/2021 08:21:17;6,57;6,67;-0,10;JWYJ53;JWTG29;27906568;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;8;2;2;02/08/2021 08:27:53;02/08/2021 08:24:19;3,57;5,45;-1,88;JCGC63;LVKR46;27907047;0;0
96711420;77130027;UN04;202108;0,25;378;104Y1;1;02/08/2021;7;2;20;02/08/2021 08:29:23;02/08/2021 08:01:21;28,03;15,00;13,03;LBGG46;XW8291;27904399;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;8;12;1;02/08/2021 08:31:21;02/08/2021 08:24:51;6,50;5,45;1,05;XW8291;JCGC63;27906022;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;7;1;18;02/08/2021 08:33:19;02/08/2021 08:24:52;8,45;15,00;-6,55;BCHK58;JPRZ38;27903054;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;8;1;2;02/08/2021 08:34:17;02/08/2021 08:27:51;6,43;6,67;-0,24;JDYK21;JWYJ53;27906832;0;0
96711420;77130027;UN04;202108;1,00;378;104Y1;1;02/08/2021;7;3;20;02/08/2021 08:34:49;02/08/2021 08:29:23;5,43;15,00;-9,57;ZP9696;LBGG46;27904404;0;0
96711420;77130027;UN04;202108;0,75;376;104;0;02/08/2021;8;12;2;02/08/2021 08:34:51;02/08/2021 08:27:53;6,97;5,45;1,52;XW8291;JCGC63;27906022;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;8;3;1;02/08/2021 08:35:46;02/08/2021 08:31:21;4,42;5,45;-1,03;LBFZ50;XW8291;27907730;0;0
96711420;77130027;UN04;202108;0,25;376;104;1;02/08/2021;8;6;1;02/08/2021 08:37:46;02/08/2021 08:25:17;12,48;6,67;5,81;XX7734;JDYK21;27907829;0;0
96711420;77130027;UN04;202108;0,00;376;104;0;02/08/2021;7;5;18;02/08/2021 08:38:17;02/08/2021 08:19:20;18,95;5,45;13,50;WR9412;JDYK21;27902303;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;8;3;2;02/08/2021 08:39:16;02/08/2021 08:34:51;4,42;5,45;-1,03;LBFZ50;XW8291;27907730;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;7;4;18;02/08/2021 08:39:48;02/08/2021 08:33:19;6,48;15,00;-8,52;HLDF69;BCHK58;27903627;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;8;11;1;02/08/2021 08:41:17;02/08/2021 08:35:46;5,52;5,45;0,07;BDRS53;LBFZ50;27908061;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;8;11;2;02/08/2021 08:43:18;02/08/2021 08:39:16;4,03;5,45;-1,42;BDRS53;LBFZ50;27908061;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;7;9;18;02/08/2021 08:43:47;02/08/2021 08:38:17;5,50;5,45;0,05;BHWD19;WR9412;27902872;0;0
96711420;77130027;UN04;202108;0,50;376;104;1;02/08/2021;8;8;2;02/08/2021 08:44:48;02/08/2021 08:34:17;10,52;6,67;3,85;XX7734;JDYK21;27907829;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;8;3;1;02/08/2021 08:45:20;02/08/2021 08:37:46;7,57;6,67;0,90;WR9412;XX7734;27907943;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;8;4;1;02/08/2021 08:46:20;02/08/2021 08:41:17;5,05;5,45;-0,40;LBGG46;BDRS53;27908337;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;7;7;18;02/08/2021 08:46:55;02/08/2021 08:39:48;7,12;15,00;-7,88;XL7858;HLDF69;27904105;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;7;4;18;02/08/2021 08:47:53;02/08/2021 08:43:47;4,10;5,45;-1,35;JRKG10;BHWD19;27903082;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;8;4;2;02/08/2021 08:49:25;02/08/2021 08:43:18;6,12;5,45;0,67;LBGG46;BDRS53;27908337;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;8;3;2;02/08/2021 08:51:19;02/08/2021 08:44:48;6,52;6,67;-0,15;WR9412;XX7734;27907943;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;8;8;1;02/08/2021 08:51:21;02/08/2021 08:46:20;5,02;5,45;-0,43;ZP9696;LBGG46;27908633;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;7;8;18;02/08/2021 08:52:21;02/08/2021 08:46:55;5,43;15,00;-9,57;HWHH92;XL7858;27904133;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;8;8;2;02/08/2021 08:54:19;02/08/2021 08:49:25;4,90;5,45;-0,55;ZP9696;LBGG46;27908633;0;0
96711420;77130027;UN04;202108;0,75;376;104;1;02/08/2021;8;7;1;02/08/2021 08:54:30;02/08/2021 08:45:20;9,17;6,67;2,50;BHWD19;WR9412;27908483;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;8;9;2;02/08/2021 08:55:18;02/08/2021 08:51:19;3,98;6,67;-2,69;JGVY82;WR9412;27908843;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;8;10;1;02/08/2021 08:55:53;02/08/2021 08:51:21;4,53;5,45;-0,92;YW6567;ZP9696;27908907;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;7;5;29;02/08/2021 08:55:54;02/08/2021 08:45:49;10,08;15,00;-4,92;JPRZ38;JJYW74;27902818;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;7;6;18;02/08/2021 08:56:50;02/08/2021 08:52:21;4,48;15,00;-10,52;DCXL23;HWHH92;27904910;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;8;2;1;02/08/2021 08:59:21;02/08/2021 08:54:30;4,85;6,67;-1,82;JRKG10;BHWD19;27908664;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;8;10;2;02/08/2021 08:59:51;02/08/2021 08:54:19;5,53;5,45;0,08;YW6567;ZP9696;27908907;0;0
96711420;77130027;UN04;202108;0,00;376;104;0;02/08/2021;7;8;18;02/08/2021 09:00:04;02/08/2021 08:47:53;12,18;5,45;6,73;HYYY47;JRKG10;27903414;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;9;9;1;02/08/2021 09:00:48;02/08/2021 08:55:53;4,92;7,50;-2,58;ZP9889;YW6567;27909202;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;8;10;2;02/08/2021 09:01:14;02/08/2021 08:55:18;5,93;6,67;-0,74;BHWD19;JGVY82;27908483;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;7;3;18;02/08/2021 09:03:40;02/08/2021 09:00:04;3,60;5,45;-1,85;FXZW83;HYYY47;27903712;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;9;9;2;02/08/2021 09:03:50;02/08/2021 08:59:51;3,98;7,50;-3,52;ZP9889;YW6567;27909202;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;9;1;1;02/08/2021 09:03:51;02/08/2021 09:00:48;3,05;7,50;-4,45;FCVW21;ZP9889;27909353;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;7;2;18;02/08/2021 09:03:54;02/08/2021 08:56:50;7,07;15,00;-7,93;HYCZ32;DCXL23;27905420;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;8;2;2;02/08/2021 09:04:50;02/08/2021 09:01:14;3,60;6,67;-3,07;JRKG10;BHWD19;27908664;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;8;7;18;02/08/2021 09:05:17;02/08/2021 09:03:54;1,38;6,67;-5,29;HFST77;HYCZ32;27905622;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;9;1;2;02/08/2021 09:06:51;02/08/2021 09:03:50;3,02;7,50;-4,48;FCVW21;ZP9889;27909353;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;7;1;18;02/08/2021 09:07:22;02/08/2021 09:03:40;3,70;5,45;-1,75;FXZW67;FXZW83;27904010;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;9;9;1;02/08/2021 09:07:26;02/08/2021 08:59:21;8,08;6,67;1,41;HYYY47;JRKG10;27909261;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;7;1;29;02/08/2021 09:07:49;02/08/2021 08:55:54;11,92;15,00;-3,08;BCHK58;JPRZ38;27903054;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;7;4;29;02/08/2021 09:09:46;02/08/2021 09:07:49;1,95;15,00;-13,05;HLDF69;BCHK58;27903627;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;9;5;1;02/08/2021 09:11:20;02/08/2021 09:03:51;7,48;7,50;-0,02;DPYV64;FCVW21;27909833;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;9;9;2;02/08/2021 09:12:48;02/08/2021 09:04:50;7,97;6,67;1,30;HYYY47;JRKG10;27909261;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;9;2;1;02/08/2021 09:12:52;02/08/2021 09:07:26;5,43;6,67;-1,24;FXZW67;HYYY47;27909801;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;9;4;1;02/08/2021 09:13:15;02/08/2021 09:12:52;0,38;6,67;-6,29;FXZW83;FXZW67;27909502;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;7;2;18;02/08/2021 09:13:48;02/08/2021 09:07:22;6,43;5,45;0,98;FLHK59;FXZW67;27904441;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;9;5;2;02/08/2021 09:13:51;02/08/2021 09:06:51;7,00;7,50;-0,50;DPYV64;FCVW21;27909833;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;7;7;29;02/08/2021 09:15:25;02/08/2021 09:09:46;5,65;15,00;-9,35;XL7858;HLDF69;27904105;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;9;4;1;02/08/2021 09:16:23;02/08/2021 09:11:20;5,05;7,50;-2,45;HDSB58;DPYV64;27910137;0;0
96711420;77130027;UN04;202108;0,50;376;104;1;02/08/2021;8;5;18;02/08/2021 09:16:30;02/08/2021 09:05:17;11,22;6,67;4,55;KHBF36;HFST77;27906008;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;9;4;2;02/08/2021 09:16:36;02/08/2021 09:12:48;3,80;6,67;-2,87;FXZW83;HYYY47;27909502;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;9;3;1;02/08/2021 09:16:49;02/08/2021 09:13:15;3,57;6,67;-3,10;FLHK59;FXZW83;27910103;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;7;10;18;02/08/2021 09:17:50;02/08/2021 09:13:48;4,03;5,45;-1,42;JSWB56;FLHK59;27904675;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;9;2;2;02/08/2021 09:19:19;02/08/2021 09:16:36;2,72;6,67;-3,95;FXZW67;FXZW83;27909801;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;7;8;29;02/08/2021 09:19:52;02/08/2021 09:15:25;4,45;15,00;-10,55;HWHH92;XL7858;27904133;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;9;4;2;02/08/2021 09:19:53;02/08/2021 09:13:51;6,03;7,50;-1,47;HDSB58;DPYV64;27910137;0;0
